EVTOPTA_north_events.7;I'll call it §BThe North Map.§! ;;;;;;;;;;;;;x
EVTDESC_north_events.8;After emerging from the sea you managed to find part of an interesting sword. It remains to find one more part of the blacksmith and to try to restore it. \nNOTE: when you collect two north's part of sword you can push separate decision for this event. ;;;;;;;;;;;;;x
EVTOPTA_north_events.8;Good, but broken sword. ;;;;;;;;;;;;;x
EVTDESC_hunt_events.9;You jump in water and keep your crew with wonder on eyes. None of them really expected such an act, because the water is cold, and even if Kraken is really there, the chance to kill him alone is close to zero. \nHere, underwater, you don'y see many but you really decide kill him by your self;;;;;;;;;;;;;x
EVTOPTA_hunt_events.9;Search a kraken.;;;;;;;;;;;;;x
TOOLTIP_hunt_events.9A_tooltip; §P60%§! - you found a kraken. §G40%§! - kraken avoid meeting.;;;;;;;;;;;;;x
EVTOPTB_hunt_events.9;Deeper!;;;;;;;;;;;;;x  
TOOLTIP_hunt_events.9B_tooltip; §P90%§! - I'm never giveup! §R10%§! - you drowned;;;;;;;;;;;;;x 
EVTDESC_north_events.10;You found him. Big tentacles right close to you. They are so long that they can pierce you and you will not even notice. We can only wonder how he grew up in this. Looks like he is sleeping now.\n The only chance to win is attack in his head. Swimming to him you take out sword quity as possible.;;;;;;;;;;;;;x
EVTOPTA_north_events.10;Here is he!;;;;;;;;;;;;;
TOOLTIP_north_events.10A_tooltip;\n§R50%§! - you died \n§Y30%§! - he talks with you. \n§G20%§! - kraken has been defeated.;;;;;;;;;;;;;x
EVTOPTB_hunt_events.10;Quick as wind!;;;;;;;;;;;;;x
TOOLTIP_hunt_events.10B_tooltip;\n§G80%§! - kraken has been defeated \n§R20%§! - kraken kill you.;;;;;;;;;;;;;x
TOOLTIP_hunt_events.10C_tooltip;\n§G90%§! - kraken has been defeated \n§R10%§! - kraken kill you.;;;;;;;;;;;;;x
EVTOPTC_hunt_events.10;He did not different than any enemy. One hit in head that's all.;;;;;;;;;;;;;x
EVTDESC_north_events.11;You managed to sneak up unnoticed and stick a sword directly into the head. Immediately after that a deafening howl was heard in your head. \nThis blow was not enough, so you lead the sword deeper and deeper. It seemed, that the battle was not as few seconds, but whole minutes. Kraken tried to reach you, but he did not succeed. In the end you managed to win, but the price is quite high. For the rest of your life your body will remember what it is, to fight with the kraken in the native element.\n Back on the ship, your crew looked at the barely alive captain and the flashing body of the Kraken. \nOn arrival, you can arrange a holiday. "If I will survive" - ,you thought and fall a sleep.;;;;;;;;;;;;;
EVTOPTA_north_events.11;Victory is mine!;;;;;;;;;;;;; 
EVTDESC_north_events.12;While you were swimming you thought that someone was following you, but there were no fish. As soon as you stopped, you saw a strange creature with a human face in front of you, and behind it a shark. Looking into his eyes, you thought he was wondering who to kill first: you or a shark.;;;;;;;;;;;;;
EVTOPTA_north_events.12;Not me...;;;;;;;;;;;;;
TOOLTIP_north_events.12A_tooltip;\n§R60%§! - death. \n§G40%§! - shark's death?;;;;;;;;;;;;;
EVTDESC_north_events.13;That creature pierced the body of the shark with its tail, like a red-hot knife in oil. Without wasting time, you began to float. After sailing further you looked back and saw that this creature is looking at you. His mind was splashing in his eyes, but you were not interested in him and it was gone.;;;;;;;;;;;;;
EVTOPTA_north_events.13;Fish... with man's face?;;;;;;;;;;;;;
EVTDESC_north_events.14;You barely took it into your hands as it turned into dust and immediately crumbled. On the way back to the ship you found a small bag of money. \nNOTE: you cannot carry many than one unique item;;;;;;;;;;;;;
EVTOPTA_north_events.14;Well...;;;;;;;;;;;;;
EVTDESC_north_events.15;You got wounded from shark and escape.;;;;;;;;;;;;;
EVTOPTA_north_events.15;Why am i swim here alone?!;;;;;;;;;;;;;
EVTDESC_north_events.16;You got wounded and lose a leg from shark but escape with life. ;;;;;;;;;;;;;
EVTOPTA_north_events.16;So cold...;;;;;;;;;;;;;
EVTDESC_north_events.17;As you seen shark you immediatly go away to your boat. Shark won't follow you and go in other side, feels more tasty meat.;;;;;;;;;;;;;
EVTOPTA_north_events.17;No more!;;;;;;;;;;;;;
EVTDESC_north_events.18;He opened eys. huge red eyes, they looked as if into the soul. \n§R- "Who... are... you?§"!\nThe words sounded right in my head. Fear came after them so strong that you did not think you swam upstairs, rowing with all your might. Once on deck you realized that you were blinded. ;;;;;;;;;;;;;
EVTOPTA_north_events.18;Ship! Ship!;;;;;;;;;;;;;  
EVTDESC_north_events.19;Dived deep, you plowed the water. There was no one. Suspiciously, but not even a single fish, as if all had swam away from something terrible. \n You emerged back to breathe in air and repeated the search attempt but also found no one. Having done so again and chilled to the bone, you decided to return home;;;;;;;;;;;;;
EVTOPTA_north_events.19;So... cold...;;;;;;;;;;;;
EVTDESC_north_events.20;You are on the lonely shore of Skagos. Go deep into the island do not want, and in general there is not much interesting. You went along the water and began to think about what you would do to dispel boredom.;;;;;;;;;;;;
EVTOPTA_north_events.20;Too boring...;;;;;;;;;;;; 	  
EVTDESC_north_events.21;You slowly swam straight to the head of the Kraken. His eyes were closed and barely moving, as if he were dreaming. With all possible care, the sword moved into your hand. Thoughts on what these huge tentacles can do with you gave you confidence in your actions, because there is no turning back. Suddenly, you felt a great pain, and looked down to see a tentacle protruding from the chest.;;;;;;;;;;;;;x
EVTOPTA_north_events.21;*bulk* *bulk*;;;;;;;;;;;;;x
EVTDESC_generals_events.0;The Dothraki are a race of nomadic horse-mounted warriors in Essos, the continent to the east of Westeros across the Narrow Sea. They inhabit the vast central plains of Essos, known as the Dothraki sea. Their bond with horses is such that Dothraki are said to be born, fight, and die in the saddle. ;;;;;;;;;;;;;x
EVTDESC_hunt_events.22;Spent the week on this island, you could not find anything. Even people here seemed extinct. About kraken to find out, too, did not succeed - the locals if they live here, it is too far from the shore, or not on this side.;;;;;;;;;;;;;x
EVTOPTA_hunt_events.22;I want warm bath...;;;;;;;;;;;;;x 
EVTOPTA_generals_events.0;Let's see who is this mercenary;;;;;;;;;;;;;x

EVTDESC_krakenfeast_events.0;After the victory over the Kraken, you decided to organize a feast. \nThose sailors that were on that day with you on the ship, had already ruffled the entire district about what had happened. \nThey saw with their own eyes a huge dead body that surfaced after your triumphal exit from the water, as well as many wounds on the winner's body. \nNaturally, such an incredible event could not quickly be forgotten in the hearts of sailors and began to acquire the most incredible details. Only after your departure the body of the Kraken vanished ... therefore, there is no concrete evidence of victory. If you do not immediately tell people everything, they can just forget about it, or not take it seriously.;;;;;;;;;;;;;x
EVTOPTA_krakenfeast_events.0;My realm is enough for this feast.;;;;;;;;;;;;;x
EVTOPTB_krakenfeast_events.0;All world must know about kraken's dead.;;;;;;;;;;;;;x
EVTOPTC_krakenfeast_events.0;I'm change my mind.;;;;;;;;;;;;;x
EVTDESC_krakenfeast_events.1;You decided not to send news around the world and celebrate the victory in a narrow circle. Only people known to you have gathered here. \nOnly one question: who is this man in a black hood? He standing apart from everyone and looking on you.;;;;;;;;;;;;;x
EVTOPTA_krakenfeast_events.1;Who is he?;;;;;;;;;;;;;x
EVTDESC_krakenfeast_events.3;You decided to have a grand celebration. A lot of people from all over the world gathered here. Some of them have yet to talk. Against the background, merry music plays, people congratulate you one by one, but not all believe that you really defeated Kraken. \n Only one question: who is this man in a black hood? He standing apart from everyone and looking on you.;;;;;;;;;;;;;x
EVTOPTA_krakenfeast_events.3;Who is he?;;;;;;;;;;;;;x
EVTDESC_krakenfeast_events.4;An unknown person came to you and bowed. The hood went back and you could see his face. Based on a deep scar on his eye and lack of eye, something sharp tried to take his life. But since he is here now, we can conclude that it is not so easy to kill him.\n In the features of his face you could find some kind of resemblance to your father, and indeed your family. Turning, you noticed that one of your courtiers even gasped, as if he recognized someone from the past. \nWith an insinuating voice he began to tell you a brief history of his life. According to him, he is your relative and all this time he was hiding from the unknown enemies of the family. Now he, at last, killed all and returned home. His history raises a lot of questions, but does not raise questions about his skill - such a person is exactly useful at court.;;;;;;;;;;;;;x
EVTOPTA_krakenfeast_events.4;I'm belive you. Welcome to court.;;;;;;;;;;;;;x
EVTOPTB_krakenfeast_events.4;Get out here lier!;;;;;;;;;;;;;x
EVTOPTC_krakenfeast_events.4;What did you say? Cut his head.;;;;;;;;;;;;;x
EVTOPTD_krakenfeast_events.4;Prison is a good place for man like you.;;;;;;;;;;;;;x
EVTDESC_krakenfeast_events.5;A newly arrived family member decided to take power into his own hands. He planned the murder and now, being in the place of your sleep, he decided to do what he had planned.;;;;;;;;;;;;;x
EVTOPTA_krakenfeast_events.5;Is it a dream?;;;;;;;;;;;;;x
EVTOPTB_krakenfeast_events.5;I was waiting for you...;;;;;;;;;;;;;x
EVTOPTC_krakenfeast_events.5;I already knew what you were planning. We can talk a little bit...;;;;;;;;;;;;;x
EVTDESC_krakenfeast_events.6;Sir. Forgive me for insolence. I'm in debt ... a little more, and neither to me nor to my family, there will be nowhere to live. I ask you for the amount of 100 gold. I swear by honor, I will return it in two months.;;;;;;;;;;;;;x
EVTOPTA_krakenfeast_events.6;No.;;;;;;;;;;;;;x
EVTOPTB_krakenfeast_events.6;You have two monts.;;;;;;;;;;;;;x
EVTOPTC_krakenfeast_events.6;How... did you... confiscate all!;;;;;;;;;;;;;x
EVTOPTD_krakenfeast_events.6;No it is you give me all.;;;;;;;;;;;;;x
EVTDESC_krakenfeast_events.7;Did you notice one of your sailors, I was with you in the campaign against the Kraken. Around him a couple of noble gentlemen gathered and enthusiastically listened. Apparently, he does not hesitate in the expressions colorfully describes the fight. However, he described himself almost "sword".;;;;;;;;;;;;;x
EVTOPTA_krakenfeast_events.7;Do nothing.;;;;;;;;;;;;;x
EVTOPTB_krakenfeast_events.7;Tell how it really was.;;;;;;;;;;;;;x
EVTOPTC_krakenfeast_events.7;Take the situation in your hands and put everything in the best shape;;;;;;;;;;;;;x
EVTOPTD_krakenfeast_events.7;Tell how it really was in details.;;;;;;;;;;;;;x
EVTDESC_krakenfeast_events.8;The feast came to an end. The busiest guests have already left, but most are just going. It's time for you to make a speech, or to leave in silence.
EVTOPTA_krakenfeast_events.8;The feast is end.;;;;;;;;;;;;;x
EVTOPTB_krakenfeast_events.8;End the feast with great speech.;;;;;;;;;;;;;x
EVTDESC_krakenfeast_events.9;"Sir, the slave-dealer from the Meereen has arrived, he brought with him... a gift.";;;;;;;;;;;;;x
EVTOPTA_krakenfeast_events.9;We will listen to him.;;;;;;;;;;;;;x
EVTOPTB_krakenfeast_events.9;Refused.;;;;;;;;;;;;;x   
EVTDESC_krakenfeast_events.10;The arrived slave-dealer told that he was recently on the Summer Islands. There he "met" an interesting woman and now wants to offer you as a gift.;;;;;;;;;;;;;x
EVTOPTA_krakenfeast_events.10;It's good present.;;;;;;;;;;;;;x
EVTOPTB_krakenfeast_events.10;Never. I don't need slave.;;;;;;;;;;;;;x
EVTOPTC_krakenfeast_events.10;A nice addition to my collection.;;;;;;;;;;;;;x
EVTOPTD_krakenfeast_events.10;Execute him and free the slave.;;;;;;;;;;;;;x   
EVTDESC_krakenfeast_events.11;Lady wave;;;;;;;;;;;;;x
EVTOPTA_krakenfeast_events.11;Excellent.;;;;;;;;;;;;;x
EVTOPTB_krakenfeast_events.11;I can't recieve that gold.;;;;;;;;;;;;;x
EVTDESC_krakenfeast_events.12;He dead;;;;;;;;;;;;;x
EVTOPTA_krakenfeast_events.12;And who will repay the debt?;;;;;;;;;;;;;x
EVTOPTB_krakenfeast_events.12;Anyway we know where is he keep his treasure.;;;;;;;;;;;;;x
EVTOPTC_krakenfeast_events.12;Sell his house and everything inside.;;;;;;;;;;;;;x
EVTOPTD_krakenfeast_events.12;Sell his whole family into slavery and don't forget about house.;;;;;;;;;;;;;x
EVTDESC_krakenfeast_events.13;blacksmith;;;;;;;;;;;;;x
EVTOPTA_krakenfeast_events.13;I'll remember this.;;;;;;;;;;;;;x
EVTDESC_krakenfeast_events.14;Lady wave;;;;;;;;;;;;;x
EVTOPTA_krakenfeast_events.14;We'll meet again.;;;;;;;;;;;;;x

EVTDESC_blacksmith_events.0; ;;;;;;;;;;;;;x
EVTOPTA_blacksmith_events.0; ;;;;;;;;;;;;;x
EVTOPTB_blacksmith_events.0; ;;;;;;;;;;;;;x
EVTDESC_blacksmith_events.1; ;;;;;;;;;;;;;x
EVTOPTA_blacksmith_events.1; ;;;;;;;;;;;;;x
EVTOPTB_blacksmith_events.1; ;;;;;;;;;;;;;x
EVTOPTC_blacksmith_events.1; ;;;;;;;;;;;;;x
EVTOPTD_blacksmith_events.1; ;;;;;;;;;;;;;x
EVTDESC_blacksmith_events.2; ;;;;;;;;;;;;;x
EVTOPTA_blacksmith_events.2; ;;;;;;;;;;;;;x
EVTDESC_blacksmith_events.3; ;;;;;;;;;;;;;x
EVTOPTA_blacksmith_events.3; ;;;;;;;;;;;;;x
EVTDESC_blacksmith_events.4; ;;;;;;;;;;;;;x
EVTOPTA_blacksmith_events.4; ;;;;;;;;;;;;;x
EVTOPTB_blacksmith_events.4; ;;;;;;;;;;;;;x
EVTOPTC_blacksmith_events.4; ;;;;;;;;;;;;;x
EVTDESC_blacksmith_events.5; ;;;;;;;;;;;;;x
EVTOPTA_blacksmith_events.5; ;;;;;;;;;;;;;x
EVTDESC_blacksmith_events.6; ;;;;;;;;;;;;;x
EVTOPTA_blacksmith_events.6; ;;;;;;;;;;;;;x
EVTDESC_blacksmith_events.7; ;;;;;;;;;;;;;x
EVTOPTA_blacksmith_events.7; ;;;;;;;;;;;;;x
EVTDESC_blacksmith_events.8; ;;;;;;;;;;;;;x
EVTOPTA_blacksmith_events.8; ;;;;;;;;;;;;;x
EVTDESC_blacksmith_events.9; ;;;;;;;;;;;;;x
EVTOPTA_blacksmith_events.9; ;;;;;;;;;;;;;x
EVTOPTB_blacksmith_events.9; ;;;;;;;;;;;;;x
EVTOPTC_blacksmith_events.9; ;;;;;;;;;;;;;x
EVTDESC_blacksmith_events.10; ;;;;;;;;;;;;;x
EVTOPTA_blacksmith_events.10; ;;;;;;;;;;;;;x
EVTOPTB_blacksmith_events.10; ;;;;;;;;;;;;;x

EVTDESC_ladywave_events.0; ;;;;;;;;;;;;;x
EVTOPTA_ladywave_events.0; ;;;;;;;;;;;;;x
EVTOPTB_ladywave_events.0; ;;;;;;;;;;;;;x
EVTDESC_ladywave_events.1; ;;;;;;;;;;;;;x
EVTOPTA_ladywave_events.1; ;;;;;;;;;;;;;x
EVTOPTB_ladywave_events.1; ;;;;;;;;;;;;;x
EVTOPTC_ladywave_events.1; ;;;;;;;;;;;;;x
EVTOPTD_ladywave_events.1; ;;;;;;;;;;;;;x
EVTDESC_ladywave_events.2; ;;;;;;;;;;;;;x
EVTOPTA_ladywave_events.2; ;;;;;;;;;;;;;x
EVTDESC_ladywave_events.3; ;;;;;;;;;;;;;x
EVTOPTA_ladywave_events.3; ;;;;;;;;;;;;;x
EVTDESC_ladywave_events.4; ;;;;;;;;;;;;;x
EVTOPTA_ladywave_events.4; ;;;;;;;;;;;;;x
EVTDESC_ladywave_events.5; ;;;;;;;;;;;;;x
EVTOPTA_ladywave_events.5; ;;;;;;;;;;;;;x
EVTOPTB_ladywave_events.5; ;;;;;;;;;;;;;x
EVTDESC_ladywave_events.6; ;;;;;;;;;;;;;x
EVTOPTA_ladywave_events.6; ;;;;;;;;;;;;;x
EVTDESC_ladywave_events.7; ;;;;;;;;;;;;;x
EVTOPTA_ladywave_events.7; ;;;;;;;;;;;;;x
EVTDESC_ladywave_events.8; ;;;;;;;;;;;;;x
EVTOPTA_ladywave_events.8; ;;;;;;;;;;;;;x


EVTDESC_blacksmith_events.0; ;;;;;;;;;;;;;x

TOOLTIP_test; §Re§! .;;;;;;;;;;;;;x

#Modifiers
wasonkrakenhunt;Was on hunt to the legendary kraken;;;;;;;;;;;;;x
opinion_hire_me;Was hired.;;;;;;;;;;;;;x 
hiredot;Dothrakian commander.;;;;;;;;;;;;;x
hiredot_desc;You have hired the dothrakian commander.;;;;;;;;;;;;;x

#Traits
krakenseeker;Kraken's defeater;;;;;;;;;;;;;x
krakenseeker_dest;This character killed a legendary kraken.;;;;;;;;;;;;;x 
lookingforkraken;Kraken Journey.;;;;;;;;;;;;;x
lookingforkraken_desc;Where are you, kraken?!;;;;;;;;;;;;;x

#Items
sword_first_part;First part of sword of the Deep.;;;;;;;;;;;;;x
sword_first_part_desc;I am found it in north side of map and must collect last part in other side of world. When all parts are done i am must found a blacksmith for merge it. \n§NOTE: you can found him through decision.§!;;;;;;;;;;;;;x
sword_second_part;Second part of sword of the Deep.;;;;;;;;;;;;;x
sword_second_part_desc;I am found it in south side of map and must collect last part in other side of world. When all parts are done i am must found a blacksmith for merge it. \n§NOTE: you can found him through decision.§!.;;;;;;;;;;;;;x
north_map_desc;I am found it in north side of map and must collect other parts of map in other sides of world.;;;;;;;;;;;;;x
north_map;§BThe north part of Map.§!;;;;;;;;;;;x
deeper;Sword of Deep;;;;;;;;;;;;;x
deeper_desc;Good valyrian sword which founded underwater.;;;;;;;;;;;;;x
krakendead;Cursed Sword;;;;;;;;;;;;;x
krakendead_desc;Strange person gave you this sword.;;;;;;;;;;;;;x
